product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price,mid_price_sma_5,mid_price_sma_10,mid_price_sma_20,mid_price_sma_40,sma5x20_signal,sma10x40_signal
SQUID_INK,90300.0,"[1805.0, nan, nan, nan]","[31.0, nan, nan, nan]","[1808.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1805.0,31.0,1808.0,-28.0,-28.0,31.0,59.0,1806.5,1806.4237288135596,-50.0,50.0,50.0,,,,,,,,,1807.2,1806.1,1806.5,1807.2,1808.6375,-1,-1
KELP,90400.0,"[2034.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2036.0, 2037.0, nan, nan]","[-7.0, -26.0, nan, nan]",2034.0,26.0,2036.0,-7.0,-33.0,26.0,59.0,2035.0,2035.5593220338983,-50.0,50.0,49.0,,,,,,,,,2035.95,2035.6,2035.95,2035.95,2036.0125,-1,-1
RAINFOREST_RESIN,90400.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,49.0,,,,,,,,,10000.0,10000.0,10000.15,10000.0,9999.7625,0,1
SQUID_INK,90400.0,"[1806.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1808.0, 1809.0, nan, nan]","[-7.0, -26.0, nan, nan]",1806.0,26.0,1808.0,-7.0,-33.0,26.0,59.0,1807.0,1807.5593220338983,-50.0,50.0,50.0,,,,,,,,,1807.175,1806.0,1806.45,1807.175,1808.475,-1,-1
KELP,90500.0,"[2035.0, 2034.0, nan, nan]","[8.0, 28.0, nan, nan]","[2037.0, 2038.0, nan, nan]","[-1.0, -27.0, nan, nan]",2035.0,8.0,2037.0,-1.0,-28.0,36.0,64.0,2036.0,2035.859375,-50.0,50.0,49.0,,,,,,,,,2035.95,2035.5,2035.95,2035.95,2036.0,-1,-1
RAINFOREST_RESIN,90500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -27.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,49.0,,,,,,,,,10000.0,10000.3,10000.15,10000.0,9999.7625,1,1
SQUID_INK,90500.0,"[1808.0, 1807.0, nan, nan]","[8.0, 28.0, nan, nan]","[1810.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1808.0,8.0,1810.0,-28.0,-28.0,36.0,64.0,1809.0,1808.4375,-50.0,50.0,50.0,,,,,,,,,1807.25,1806.5,1806.6,1807.25,1808.3875,-1,-1
KELP,90600.0,"[2034.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2038.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2034.0,23.0,2038.0,-23.0,-23.0,23.0,46.0,2036.0,2036.0,-50.0,50.0,49.0,,,,,,,,,2036.025,2035.7,2035.95,2036.025,2035.9875,-1,-1
RAINFOREST_RESIN,90600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 21.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,49.0,,,,,,,,,9999.925,10000.9,10000.15,9999.925,9999.85,1,1
SQUID_INK,90600.0,"[1806.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1809.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1806.0,23.0,1809.0,-23.0,-23.0,23.0,46.0,1807.5,1807.5,-50.0,50.0,42.0,,,,,,,,,1807.3,1806.9,1806.8,1807.3,1808.2625,-1,-1
KELP,90700.0,"[2034.0, nan, nan, nan]","[20.0, nan, nan, nan]","[2038.0, nan, nan, nan]","[-20.0, nan, nan, nan]",2034.0,20.0,2038.0,-20.0,-20.0,20.0,40.0,2036.0,2036.0,-50.0,50.0,49.0,,,,,,,,,2036.025,2035.9,2035.95,2036.025,2035.9625,-1,-1
RAINFOREST_RESIN,90700.0,"[9995.0, nan, nan, nan]","[20.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-20.0, nan, nan, nan]",9995.0,20.0,10005.0,-20.0,-20.0,20.0,40.0,10000.0,10000.0,-50.0,50.0,49.0,,,,,,,,,10000.075,10000.7,10000.15,10000.075,9999.85,1,1
SQUID_INK,90700.0,"[1806.0, nan, nan, nan]","[20.0, nan, nan, nan]","[1809.0, nan, nan, nan]","[-20.0, nan, nan, nan]",1806.0,20.0,1809.0,-20.0,-20.0,20.0,40.0,1807.5,1807.5,-50.0,50.0,42.0,,,,,,,,,1807.25,1807.5,1806.8,1807.25,1808.125,1,-1
KELP,90800.0,"[2034.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2034.0,26.0,2037.0,-26.0,-26.0,26.0,52.0,2035.5,2035.5,-50.0,50.0,49.0,,,,,,,,,2035.975,2035.7,2035.75,2035.975,2035.95,-1,-1
RAINFOREST_RESIN,90800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[9998.0, 10002.0, 10004.0, 10005.0]","[-1.0, -7.0, -1.0, -25.0]",9996.0,1.0,9998.0,-1.0,-34.0,26.0,60.0,9997.0,10000.2,-50.0,50.0,49.0,,,,,,,,,9999.925,9999.4,9999.7,9999.925,9999.8125,-1,-1
SQUID_INK,90800.0,"[1806.0, 1805.0, nan, nan]","[1.0, 25.0, nan, nan]","[1809.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1806.0,1.0,1809.0,-26.0,-26.0,26.0,52.0,1807.5,1807.0192307692307,-50.0,50.0,42.0,,,,,,,,,1807.225,1807.7,1806.9,1807.225,1808.025,1,-1
KELP,90900.0,"[2034.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2034.0,22.0,2037.0,-22.0,-22.0,22.0,44.0,2035.5,2035.5,-50.0,50.0,49.0,,,,,,,,,2035.95,2035.8,2035.7,2035.95,2035.9625,-1,-1
RAINFOREST_RESIN,90900.0,"[9998.0, 9995.0, nan, nan]","[8.0, 22.0, nan, nan]","[10005.0, nan, nan, nan]","[-22.0, nan, nan, nan]",9998.0,8.0,10005.0,-22.0,-22.0,30.0,52.0,10001.5,9999.692307692309,-50.0,50.0,50.0,,,,,,,,,10000.05,9999.7,9999.85,10000.05,9999.9125,-1,-1
SQUID_INK,90900.0,"[1804.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1808.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1804.0,22.0,1808.0,-22.0,-22.0,22.0,44.0,1806.0,1806.0,-50.0,50.0,42.0,,,,,,,,,1807.1,1807.5,1806.75,1807.1,1807.9125,1,-1
KELP,91000.0,"[2034.0, nan, nan, nan]","[32.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2034.0,32.0,2037.0,-32.0,-32.0,32.0,64.0,2035.5,2035.5,-50.0,50.0,49.0,,,,,,,,,2035.925,2035.7,2035.6,2035.925,2035.95,-1,-1
RAINFOREST_RESIN,91000.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 2.0, 30.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",10002.0,1.0,10004.0,-2.0,-32.0,33.0,65.0,10003.0,10000.030769230769,-50.0,50.0,50.0,,,,,,,,,10000.15,10000.3,10000.3,10000.15,9999.9875,1,1
SQUID_INK,91000.0,"[1804.0, 1803.0, nan, nan]","[2.0, 30.0, nan, nan]","[1807.0, nan, nan, nan]","[-32.0, nan, nan, nan]",1804.0,2.0,1807.0,-32.0,-32.0,32.0,64.0,1805.5,1805.03125,-50.0,50.0,42.0,,,,,,,,,1806.95,1806.8,1806.65,1806.95,1807.7875,-1,-1
KELP,91100.0,"[2034.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2034.0,26.0,2037.0,-26.0,-26.0,26.0,52.0,2035.5,2035.5,-50.0,50.0,49.0,,,,,,,,,2035.875,2035.6,2035.65,2035.875,2035.9375,-1,-1
RAINFOREST_RESIN,91100.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,49.0,,,,,,,,,10000.15,10000.3,10000.6,10000.15,9999.9875,1,1
SQUID_INK,91100.0,"[1803.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1806.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1803.0,26.0,1806.0,-26.0,-26.0,26.0,52.0,1804.5,1804.5,-50.0,50.0,42.0,,,,,,,,,1806.75,1806.2,1806.55,1806.75,1807.6125,-1,-1
KELP,91200.0,"[2034.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2036.0, 2037.0, nan, nan]","[-4.0, -21.0, nan, nan]",2034.0,21.0,2036.0,-4.0,-25.0,21.0,46.0,2035.0,2035.5434782608693,-50.0,50.0,49.0,,,,,,,,,2035.875,2035.4,2035.65,2035.875,2035.9125,-1,-1
RAINFOREST_RESIN,91200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,49.0,,,,,,,,,10000.15,10000.3,10000.5,10000.15,9999.9875,1,1
SQUID_INK,91200.0,"[1802.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1804.0, 1805.0, 1806.0, nan]","[-4.0, -1.0, -20.0, nan]",1802.0,21.0,1804.0,-4.0,-25.0,21.0,46.0,1803.0,1803.9782608695648,-50.0,50.0,50.0,,,,,,,,,1806.5,1805.3,1806.4,1806.5,1807.45,-1,-1
KELP,91300.0,"[2034.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2036.0, 2037.0, nan, nan]","[-7.0, -22.0, nan, nan]",2034.0,22.0,2036.0,-7.0,-29.0,22.0,51.0,2035.0,2035.5686274509803,-50.0,50.0,49.0,,,,,,,,,2035.8,2035.3,2035.5,2035.8,2035.8875,-1,-1
RAINFOREST_RESIN,91300.0,"[10002.0, 9995.0, nan, nan]","[3.0, 22.0, nan, nan]","[10005.0, nan, nan, nan]","[-22.0, nan, nan, nan]",10002.0,3.0,10005.0,-22.0,-22.0,25.0,47.0,10003.5,10000.127659574468,-50.0,50.0,49.0,,,,,,,,,10000.325,10001.6,10000.5,10000.325,10000.075,1,1
SQUID_INK,91300.0,"[1800.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1802.0, 1804.0, nan, nan]","[-7.0, -22.0, nan, nan]",1800.0,22.0,1802.0,-7.0,-29.0,22.0,51.0,1801.0,1802.0,-50.0,50.0,50.0,,,,,,,,,1806.175,1804.0,1805.85,1806.175,1807.2625,-1,-1
KELP,91400.0,"[2034.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2034.0,26.0,2037.0,-26.0,-26.0,26.0,52.0,2035.5,2035.5,-50.0,50.0,49.0,,,,,,,,,2035.75,2035.3,2035.55,2035.75,2035.875,-1,-1
RAINFOREST_RESIN,91400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-10.0, -2.0, -24.0, nan]",9996.0,2.0,10002.0,-10.0,-36.0,26.0,62.0,9999.0,10000.32258064516,-50.0,50.0,46.0,,,,,,,,,10000.275,10001.1,10000.4,10000.275,10000.05,1,1
SQUID_INK,91400.0,"[1801.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1804.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1801.0,26.0,1804.0,-26.0,-26.0,26.0,52.0,1802.5,1802.5,-50.0,50.0,50.0,,,,,,,,,1805.925,1803.3,1805.4,1805.925,1807.0875,-1,-1
KELP,91500.0,"[2034.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2034.0,29.0,2037.0,-27.0,-27.0,29.0,56.0,2035.5,2035.446428571429,-50.0,50.0,49.0,,,,,,,,,2035.725,2035.3,2035.5,2035.725,2035.8625,-1,-1
RAINFOREST_RESIN,91500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 26.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -26.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,46.0,,,,,,,,,10000.275,10000.5,10000.4,10000.275,10000.05,1,1
SQUID_INK,91500.0,"[1802.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1805.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1802.0,29.0,1805.0,-27.0,-27.0,29.0,56.0,1803.5,1803.446428571429,-50.0,50.0,50.0,,,,,,,,,1805.725,1802.9,1804.85,1805.725,1806.9375,-1,-1
KELP,91600.0,"[2036.0, 2034.0, nan, nan]","[3.0, 25.0, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2036.0,3.0,2037.0,-22.0,-22.0,28.0,50.0,2036.5,2035.44,-50.0,50.0,49.0,,,,,,,,,2035.75,2035.5,2035.55,2035.75,2035.85,-1,-1
RAINFOREST_RESIN,91600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,46.0,,,,,,,,,10000.275,10000.5,10000.4,10000.275,10000.05,1,1
SQUID_INK,91600.0,"[1801.0, 1800.0, nan, nan]","[3.0, 25.0, nan, nan]","[1803.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1801.0,3.0,1803.0,-22.0,-22.0,28.0,50.0,1802.0,1801.38,-50.0,50.0,50.0,,,,,,,,,1805.55,1802.4,1804.3,1805.55,1806.75,-1,-1
KELP,91700.0,"[2034.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2038.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2034.0,26.0,2038.0,-26.0,-26.0,26.0,52.0,2036.0,2036.0,-50.0,50.0,46.0,,,,,,,,,2035.75,2035.7,2035.55,2035.75,2035.85,-1,-1
RAINFOREST_RESIN,91700.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,46.0,,,,,,,,,10000.275,10000.5,10000.4,10000.275,10000.05,1,1
SQUID_INK,91700.0,"[1803.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1806.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1803.0,26.0,1806.0,-26.0,-26.0,26.0,52.0,1804.5,1804.5,-50.0,50.0,50.0,,,,,,,,,1805.4,1802.7,1804.0,1805.4,1806.6,-1,-1
KELP,91800.0,"[2035.0, 2034.0, nan, nan]","[5.0, 21.0, nan, nan]","[2037.0, 2038.0, nan, nan]","[-1.0, -20.0, nan, nan]",2035.0,5.0,2037.0,-1.0,-21.0,26.0,47.0,2036.0,2035.872340425532,-50.0,50.0,46.0,,,,,,,,,2035.675,2035.9,2035.6,2035.675,2035.85,1,-1
RAINFOREST_RESIN,91800.0,"[10000.0, 9996.0, 9995.0, nan]","[6.0, 1.0, 20.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",10000.0,6.0,10004.0,-1.0,-21.0,27.0,48.0,10002.0,10000.0,-50.0,50.0,46.0,,,,,,,,,10000.3,10000.2,10000.9,10000.3,10000.175,-1,1
SQUID_INK,91800.0,"[1807.0, 1806.0, nan, nan]","[5.0, 21.0, nan, nan]","[1809.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1807.0,5.0,1809.0,-21.0,-21.0,26.0,47.0,1808.0,1807.4468085106384,-50.0,50.0,50.0,,,,,,,,,1805.475,1804.1,1804.05,1805.475,1806.6125,-1,-1
KELP,91900.0,"[2036.0, 2034.0, nan, nan]","[3.0, 30.0, nan, nan]","[2037.0, 2038.0, nan, nan]","[-1.0, -29.0, nan, nan]",2036.0,3.0,2037.0,-1.0,-30.0,33.0,63.0,2036.5,2035.984126984127,-50.0,50.0,46.0,,,,,,,,,2035.7,2036.1,2035.7,2035.7,2035.85,1,-1
RAINFOREST_RESIN,91900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,46.0,,,,,,,,,10000.3,10000.4,10000.75,10000.3,10000.175,1,1
SQUID_INK,91900.0,"[1809.0, 1807.0, nan, nan]","[3.0, 30.0, nan, nan]","[1810.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1809.0,3.0,1810.0,-30.0,-30.0,33.0,63.0,1809.5,1808.5238095238096,-50.0,50.0,45.0,,,,,,,,,1805.575,1805.5,1804.4,1805.575,1806.6125,-1,-1
KELP,92000.0,"[2035.0, 2034.0, nan, nan]","[6.0, 24.0, nan, nan]","[2038.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2035.0,6.0,2038.0,-24.0,-24.0,30.0,54.0,2036.5,2035.888888888889,-50.0,50.0,43.0,,,,,,,,,2035.7,2036.3,2035.8,2035.7,2035.8625,1,-1
RAINFOREST_RESIN,92000.0,"[9996.0, 9995.0, nan, nan]","[1.0, 23.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-3.0, -1.0, -23.0, nan]",9996.0,1.0,10002.0,-3.0,-27.0,24.0,51.0,9999.0,10000.117647058823,-50.0,50.0,46.0,,,,,,,,,10000.325,10000.2,10000.35,10000.325,10000.075,-1,1
SQUID_INK,92000.0,"[1807.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1810.0, nan, nan, nan]","[-24.0, nan, nan, nan]",1807.0,30.0,1810.0,-24.0,-24.0,30.0,54.0,1808.5,1808.3333333333333,-50.0,50.0,42.0,,,,,,,,,1805.675,1806.5,1804.7,1805.675,1806.6375,1,-1
KELP,92100.0,"[2034.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2037.0, 2038.0, nan, nan]","[-2.0, -29.0, nan, nan]",2034.0,31.0,2037.0,-2.0,-31.0,31.0,62.0,2035.5,2035.967741935484,-50.0,50.0,43.0,,,,,,,,,2035.725,2036.1,2035.8,2035.725,2035.85,1,-1
RAINFOREST_RESIN,92100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -29.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-31.0,31.0,62.0,10000.0,10000.0,-50.0,50.0,46.0,,,,,,,,,10000.475,10000.2,10000.35,10000.475,10000.075,-1,1
SQUID_INK,92100.0,"[1807.0, nan, nan, nan]","[31.0, nan, nan, nan]","[1810.0, nan, nan, nan]","[-31.0, nan, nan, nan]",1807.0,31.0,1810.0,-31.0,-31.0,31.0,62.0,1808.5,1808.5,-50.0,50.0,12.0,,,,,,,,,1805.825,1807.8,1805.1,1805.825,1806.5875,1,-1
KELP,92200.0,"[2034.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2038.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2034.0,29.0,2038.0,-29.0,-29.0,29.0,58.0,2036.0,2036.0,-50.0,50.0,43.0,,,,,,,,,2035.775,2036.1,2035.9,2035.775,2035.8625,1,1
RAINFOREST_RESIN,92200.0,"[10002.0, 9998.0, 9995.0, nan]","[3.0, 5.0, 29.0, nan]","[10005.0, nan, nan, nan]","[-29.0, nan, nan, nan]",10002.0,3.0,10005.0,-29.0,-29.0,37.0,66.0,10003.5,9999.939393939394,-50.0,50.0,46.0,,,,,,,,,10000.6,10000.9,10000.7,10000.6,10000.2375,1,1
SQUID_INK,92200.0,"[1807.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1810.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1807.0,29.0,1810.0,-29.0,-29.0,29.0,58.0,1808.5,1808.5,-50.0,50.0,-19.0,,,,,,,,,1806.025,1808.6,1805.65,1806.025,1806.6375,1,-1
KELP,92300.0,"[2034.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2034.0,24.0,2037.0,-25.0,-25.0,24.0,49.0,2035.5,2035.530612244898,-50.0,50.0,43.0,,,,,,,,,2035.725,2036.0,2035.95,2035.725,2035.8375,1,1
RAINFOREST_RESIN,92300.0,"[9996.0, 9995.0, nan, nan]","[1.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -24.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,43.0,,,,,,,,,10000.425,10000.5,10000.35,10000.425,10000.2125,1,1
SQUID_INK,92300.0,"[1807.0, nan, nan, nan]","[24.0, nan, nan, nan]","[1810.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1807.0,24.0,1810.0,-25.0,-25.0,24.0,49.0,1808.5,1808.530612244898,-50.0,50.0,-48.0,,,,,,,,,1806.125,1808.7,1806.4,1806.125,1806.6625,1,-1
KELP,92400.0,"[2034.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2034.0,21.0,2037.0,-21.0,-21.0,21.0,42.0,2035.5,2035.5,-50.0,50.0,43.0,,,,,,,,,2035.75,2035.8,2035.95,2035.75,2035.85,1,1
RAINFOREST_RESIN,92400.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[10002.0, 10005.0, nan, nan]","[-6.0, -21.0, nan, nan]",9995.0,21.0,10002.0,-6.0,-27.0,21.0,48.0,9998.5,10000.25,-50.0,50.0,43.0,,,,,,,,,10000.35,10000.2,10000.3,10000.35,10000.175,-1,1
SQUID_INK,92400.0,"[1808.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1811.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1808.0,21.0,1811.0,-21.0,-21.0,21.0,42.0,1809.5,1809.5,-50.0,50.0,-50.0,,,,,,,,,1806.25,1808.7,1807.1,1806.25,1806.7125,1,1
KELP,92500.0,"[2034.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2034.0,29.0,2037.0,-29.0,-29.0,29.0,58.0,2035.5,2035.5,-50.0,50.0,43.0,,,,,,,,,2035.725,2035.6,2035.95,2035.725,2035.8375,-1,1
RAINFOREST_RESIN,92500.0,"[9996.0, 9995.0, nan, nan]","[2.0, 27.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-5.0, -2.0, -27.0, nan]",9996.0,2.0,10002.0,-5.0,-34.0,29.0,63.0,9999.0,10000.15873015873,-50.0,50.0,43.0,,,,,,,,,10000.3,10000.2,10000.2,10000.3,10000.15,-1,1
SQUID_INK,92500.0,"[1808.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1811.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1808.0,29.0,1811.0,-29.0,-29.0,29.0,58.0,1809.5,1809.5,-50.0,50.0,-50.0,,,,,,,,,1806.275,1808.9,1807.7,1806.275,1806.7625,1,1
KELP,92600.0,"[2034.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2038.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2034.0,26.0,2038.0,-27.0,-27.0,26.0,53.0,2036.0,2036.0377358490568,-50.0,50.0,43.0,,,,,,,,,2035.725,2035.7,2035.9,2035.725,2035.875,-1,1
RAINFOREST_RESIN,92600.0,"[9995.0, nan, nan, nan]","[27.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-27.0, nan, nan, nan]",9995.0,27.0,10005.0,-27.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,43.0,,,,,,,,,10000.3,10000.2,10000.2,10000.3,10000.1125,-1,1
SQUID_INK,92600.0,"[1810.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1813.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1810.0,26.0,1813.0,-27.0,-27.0,26.0,53.0,1811.5,1811.5283018867924,-50.0,50.0,-50.0,,,,,,,,,1806.475,1809.5,1808.65,1806.475,1806.8875,1,1
KELP,92700.0,"[2034.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2036.0, 2038.0, nan, nan]","[-7.0, -27.0, nan, nan]",2034.0,27.0,2036.0,-7.0,-34.0,27.0,61.0,2035.0,2036.0,-50.0,50.0,43.0,,,,,,,,,2035.675,2035.5,2035.8,2035.675,2035.85,-1,-1
RAINFOREST_RESIN,92700.0,"[9996.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -25.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,43.0,,,,,,,,,10000.3,9999.5,10000.2,10000.3,10000.1875,-1,1
SQUID_INK,92700.0,"[1811.0, nan, nan, nan]","[27.0, nan, nan, nan]","[1813.0, 1814.0, nan, nan]","[-7.0, -27.0, nan, nan]",1811.0,27.0,1813.0,-7.0,-34.0,27.0,61.0,1812.0,1812.5573770491803,-50.0,50.0,-50.0,,,,,,,,,1806.7,1810.2,1809.4,1806.7,1806.975,1,1
KELP,92800.0,"[2034.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2038.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2034.0,30.0,2038.0,-30.0,-30.0,30.0,60.0,2036.0,2036.0,-50.0,50.0,43.0,,,,,,,,,2035.7,2035.6,2035.8,2035.7,2035.8375,-1,-1
RAINFOREST_RESIN,92800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,43.0,,,,,,,,,10000.45,9999.5,10000.0,10000.45,10000.1875,-1,-1
SQUID_INK,92800.0,"[1813.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1816.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1813.0,30.0,1816.0,-30.0,-30.0,30.0,60.0,1814.5,1814.5,-50.0,50.0,-50.0,,,,,,,,,1807.05,1811.4,1810.05,1807.05,1807.1375,1,1
KELP,92900.0,"[2035.0, 2034.0, nan, nan]","[2.0, 30.0, nan, nan]","[2038.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2035.0,2.0,2038.0,-30.0,-30.0,32.0,62.0,2036.5,2035.967741935484,-50.0,50.0,43.0,,,,,,,,,2035.75,2035.8,2035.8,2035.75,2035.85,1,-1
