product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,order_quantity,order_price,order_revenue,fair_price,sma_16,sma_27,sma_cross16_27_signal,sma_cross16_27_mom28_0.0045_signal
KELP,74000.0,"[2030.0, 2029.0, nan, nan]","[6.0, 36.0, nan, nan]","[2032.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2030.0,6.0,2032.0,-29.0,-29.0,42.0,71.0,2031.0,2030.3098591549297,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.2,,,,
RAINFOREST_RESIN,74000.0,"[10000.0, 9996.0, 9995.0, nan]","[5.0, 2.0, 27.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -27.0, nan, nan]",10000.0,5.0,10004.0,-2.0,-29.0,34.0,63.0,10002.0,10000.0,-50.0,50.0,25.0,,,,,,,,,-5.0,10000.0,-50000.0,9999.825,,,,
SQUID_INK,74000.0,"[1964.0, 1963.0, nan, nan]","[6.0, 36.0, nan, nan]","[1966.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1964.0,6.0,1966.0,-29.0,-29.0,42.0,71.0,1965.0,1964.3098591549297,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1964.09375,1963.148148148148,1.0,1.0
KELP,74100.0,"[2031.0, 2029.0, nan, nan]","[3.0, 24.0, nan, nan]","[2032.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2031.0,3.0,2032.0,-24.0,-24.0,27.0,51.0,2031.5,2030.5294117647059,-50.0,50.0,50.0,,,,,,,,,-3.0,2031.0,-6093.0,2030.25,,,,
RAINFOREST_RESIN,74100.0,"[9998.0, 9996.0, 9995.0, nan]","[5.0, 1.0, 23.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -23.0, nan, nan]",9998.0,5.0,10004.0,-1.0,-24.0,29.0,53.0,10001.0,9999.811320754718,-50.0,50.0,20.0,,,,,,,,,0.0,0.0,0.0,10000.025,,,,
SQUID_INK,74100.0,"[1964.0, 1962.0, nan, nan]","[3.0, 24.0, nan, nan]","[1966.0, nan, nan, nan]","[-24.0, nan, nan, nan]",1964.0,3.0,1966.0,-24.0,-24.0,27.0,51.0,1965.0,1964.0,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1964.03125,1963.2962962962963,1.0,1.0
KELP,74200.0,"[2029.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2031.0, 2032.0, nan, nan]","[-7.0, -31.0, nan, nan]",2029.0,31.0,2031.0,-7.0,-38.0,31.0,69.0,2030.0,2030.5507246376812,-50.0,50.0,47.0,,,,,,,,,0.0,0.0,0.0,2030.225,,,,
RAINFOREST_RESIN,74200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 30.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-1.0, -1.0, -30.0, nan]",9996.0,1.0,10002.0,-1.0,-32.0,31.0,63.0,9999.0,10000.031746031746,-50.0,50.0,20.0,,,,,,,,,0.0,0.0,0.0,10000.15,,,,
SQUID_INK,74200.0,"[1960.0, nan, nan, nan]","[31.0, nan, nan, nan]","[1962.0, 1963.0, nan, nan]","[-7.0, -31.0, nan, nan]",1960.0,31.0,1962.0,-7.0,-38.0,31.0,69.0,1961.0,1961.5507246376812,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1963.71875,1963.3703703703704,1.0,1.0
KELP,74300.0,"[2029.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2031.0, 2032.0, nan, nan]","[-3.0, -27.0, nan, nan]",2029.0,27.0,2031.0,-3.0,-30.0,27.0,57.0,2030.0,2030.5263157894738,-50.0,50.0,47.0,,,,,,,,,0.0,0.0,0.0,2030.225,,,,
RAINFOREST_RESIN,74300.0,"[9998.0, 9996.0, 9995.0, nan]","[6.0, 1.0, 26.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -26.0, nan, nan]",9998.0,6.0,10004.0,-1.0,-27.0,33.0,60.0,10001.0,9999.8,-50.0,50.0,20.0,,,,,,,,,0.0,0.0,0.0,10000.2,,,,
SQUID_INK,74300.0,"[1960.0, 1959.0, nan, nan]","[1.0, 26.0, nan, nan]","[1961.0, 1963.0, nan, nan]","[-3.0, -27.0, nan, nan]",1960.0,1.0,1961.0,-3.0,-30.0,27.0,57.0,1960.5,1961.017543859649,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1963.46875,1963.3333333333333,1.0,1.0
KELP,74400.0,"[2029.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2029.0,23.0,2032.0,-23.0,-23.0,23.0,46.0,2030.5,2030.5,-50.0,50.0,47.0,,,,,,,,,0.0,0.0,0.0,2030.25,,,,
RAINFOREST_RESIN,74400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 21.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,20.0,,,,,,,,,0.0,0.0,0.0,10000.2,,,,
SQUID_INK,74400.0,"[1960.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1963.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1960.0,23.0,1963.0,-23.0,-23.0,23.0,46.0,1961.5,1961.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1963.21875,1963.3333333333333,-1.0,1.0
KELP,74500.0,"[2031.0, 2029.0, nan, nan]","[4.0, 26.0, nan, nan]","[2032.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2031.0,4.0,2032.0,-26.0,-26.0,30.0,56.0,2031.5,2030.5357142857142,-50.0,50.0,47.0,,,,,,,,,-4.0,2031.0,-8124.0,2030.275,,,,
RAINFOREST_RESIN,74500.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,20.0,,,,,,,,,0.0,0.0,0.0,10000.1,,,,
SQUID_INK,74500.0,"[1961.0, 1959.0, nan, nan]","[4.0, 26.0, nan, nan]","[1962.0, 1963.0, nan, nan]","[-2.0, -24.0, nan, nan]",1961.0,4.0,1962.0,-2.0,-26.0,30.0,56.0,1961.5,1960.9642857142858,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1962.96875,1963.351851851852,-1.0,1.0
KELP,74600.0,"[2029.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2029.0,30.0,2032.0,-29.0,-29.0,30.0,59.0,2030.5,2030.4745762711864,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.3,,,,
RAINFOREST_RESIN,74600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 27.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-2.0, -2.0, -27.0, nan]",9996.0,2.0,9998.0,-2.0,-31.0,29.0,60.0,9997.0,9999.933333333332,-50.0,50.0,20.0,,,,,,,,,2.0,9998.0,19996.0,9999.875,,,,
SQUID_INK,74600.0,"[1956.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1959.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1956.0,30.0,1959.0,-29.0,-29.0,30.0,59.0,1957.5,1957.4745762711864,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1962.625,1963.2037037037037,-1.0,1.0
KELP,74700.0,"[2029.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2029.0,27.0,2032.0,-27.0,-27.0,27.0,54.0,2030.5,2030.5,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.325,,,,
RAINFOREST_RESIN,74700.0,"[9996.0, 9995.0, nan, nan]","[1.0, 26.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -26.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,0.0,0.0,0.0,9999.875,,,,
SQUID_INK,74700.0,"[1956.0, nan, nan, nan]","[27.0, nan, nan, nan]","[1959.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1956.0,27.0,1959.0,-27.0,-27.0,27.0,54.0,1957.5,1957.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1962.28125,1963.0555555555557,-1.0,1.0
KELP,74800.0,"[2030.0, 2029.0, nan, nan]","[3.0, 24.0, nan, nan]","[2033.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2030.0,3.0,2033.0,-26.0,-26.0,27.0,53.0,2031.5,2031.0188679245282,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.475,,,,
RAINFOREST_RESIN,74800.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,0.0,0.0,0.0,9999.875,,,,
SQUID_INK,74800.0,"[1955.0, 1954.0, nan, nan]","[1.0, 26.0, nan, nan]","[1957.0, 1958.0, nan, nan]","[-2.0, -24.0, nan, nan]",1955.0,1.0,1957.0,-2.0,-26.0,27.0,53.0,1956.0,1955.9433962264152,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1961.8125,1962.851851851852,-1.0,1.0
KELP,74900.0,"[2030.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2030.0,28.0,2033.0,-28.0,-28.0,28.0,56.0,2031.5,2031.5,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.525,,,,
RAINFOREST_RESIN,74900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -27.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,0.0,0.0,0.0,9999.925,,,,
SQUID_INK,74900.0,"[1955.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1958.0, 1959.0, nan, nan]","[-1.0, -27.0, nan, nan]",1955.0,28.0,1958.0,-1.0,-28.0,28.0,56.0,1956.5,1956.982142857143,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1961.34375,1962.6296296296296,-1.0,1.0
KELP,75000.0,"[2030.0, 2029.0, nan, nan]","[1.0, 21.0, nan, nan]","[2033.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2030.0,1.0,2033.0,-22.0,-22.0,22.0,44.0,2031.5,2031.0227272727273,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.625,,,,
RAINFOREST_RESIN,75000.0,"[9996.0, 9995.0, nan, nan]","[1.0, 21.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-4.0, -1.0, -21.0, nan]",9996.0,1.0,9998.0,-4.0,-26.0,22.0,48.0,9997.0,9999.833333333334,-50.0,50.0,22.0,,,,,,,,,4.0,9998.0,39992.0,9999.775,,,,
SQUID_INK,75000.0,"[1955.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1958.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1955.0,22.0,1958.0,-22.0,-22.0,22.0,44.0,1956.5,1956.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1960.84375,1962.388888888889,-1.0,1.0
KELP,75100.0,"[2029.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2029.0,28.0,2033.0,-28.0,-28.0,28.0,56.0,2031.0,2031.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.7,,,,
RAINFOREST_RESIN,75100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 26.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-8.0, -2.0, -26.0, nan]",9996.0,2.0,10002.0,-8.0,-36.0,28.0,64.0,9999.0,10000.25,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.775,,,,
SQUID_INK,75100.0,"[1956.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1959.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1956.0,28.0,1959.0,-28.0,-28.0,28.0,56.0,1957.5,1957.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1960.53125,1962.0925925925926,-1.0,1.0
KELP,75200.0,"[2030.0, 2029.0, nan, nan]","[7.0, 31.0, nan, nan]","[2033.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2030.0,7.0,2033.0,-31.0,-31.0,38.0,69.0,2031.5,2030.8985507246377,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.75,,,,
RAINFOREST_RESIN,75200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -30.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-31.0,31.0,62.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.825,,,,
SQUID_INK,75200.0,"[1956.0, nan, nan, nan]","[38.0, nan, nan, nan]","[1959.0, nan, nan, nan]","[-31.0, nan, nan, nan]",1956.0,38.0,1959.0,-31.0,-31.0,38.0,69.0,1957.5,1957.3478260869565,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1960.21875,1961.7777777777778,-1.0,1.0
KELP,75300.0,"[2029.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2029.0,27.0,2033.0,-27.0,-27.0,27.0,54.0,2031.0,2031.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.775,,,,
RAINFOREST_RESIN,75300.0,"[9998.0, 9996.0, 9995.0, nan]","[7.0, 1.0, 26.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -26.0, nan, nan]",9998.0,7.0,10004.0,-1.0,-27.0,34.0,61.0,10001.0,9999.77049180328,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.875,,,,
SQUID_INK,75300.0,"[1954.0, nan, nan, nan]","[27.0, nan, nan, nan]","[1957.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1954.0,27.0,1957.0,-27.0,-27.0,27.0,54.0,1955.5,1955.5,-50.0,50.0,50.0,,,,,,,,,-27.0,1954.0,-52758.0,,1959.65625,1961.388888888889,-1.0,-1.0
KELP,75400.0,"[2030.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2030.0,25.0,2033.0,-25.0,-25.0,25.0,50.0,2031.5,2031.5,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.85,,,,
RAINFOREST_RESIN,75400.0,"[9995.0, nan, nan, nan]","[25.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",9995.0,25.0,10005.0,-25.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.95,,,,
SQUID_INK,75400.0,"[1954.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1957.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1954.0,25.0,1957.0,-25.0,-25.0,25.0,50.0,1955.5,1955.5,-50.0,50.0,23.0,,,,,,,,,-25.0,1954.0,-48850.0,,1959.1875,1961.0555555555557,-1.0,-1.0
KELP,75500.0,"[2029.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2029.0,23.0,2033.0,-23.0,-23.0,23.0,46.0,2031.0,2031.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.875,,,,
RAINFOREST_RESIN,75500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.9,,,,
SQUID_INK,75500.0,"[1955.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1958.0, 1959.0, nan, nan]","[-1.0, -22.0, nan, nan]",1955.0,23.0,1958.0,-1.0,-23.0,23.0,46.0,1956.5,1956.9782608695652,-50.0,50.0,-2.0,,,,,,,,,-23.0,1955.0,-44965.0,,1958.8125,1960.7222222222222,-1.0,-1.0
KELP,75600.0,"[2029.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2029.0,25.0,2033.0,-25.0,-25.0,25.0,50.0,2031.0,2031.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2030.9,,,,
RAINFOREST_RESIN,75600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-9.0, -2.0, -23.0, nan]",9996.0,2.0,9998.0,-9.0,-34.0,25.0,59.0,9997.0,9999.694915254237,-50.0,50.0,26.0,,,,,,,,,9.0,9998.0,89982.0,9999.925,,,,
SQUID_INK,75600.0,"[1955.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1958.0, 1959.0, nan, nan]","[-2.0, -23.0, nan, nan]",1955.0,25.0,1958.0,-2.0,-25.0,25.0,50.0,1956.5,1956.96,-50.0,50.0,-25.0,,,,,,,,,-25.0,1955.0,-48875.0,,1958.28125,1960.388888888889,-1.0,-1.0
KELP,75700.0,"[2032.0, 2029.0, nan, nan]","[1.0, 27.0, nan, nan]","[2033.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2032.0,1.0,2033.0,-27.0,-27.0,28.0,55.0,2032.5,2031.0181818181818,-50.0,50.0,43.0,,,,,,,,,-1.0,2032.0,-2032.0,2031.0,,,,
RAINFOREST_RESIN,75700.0,"[9996.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -25.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,35.0,,,,,,,,,0.0,0.0,0.0,9999.75,,,,
SQUID_INK,75700.0,"[1960.0, 1958.0, nan, nan]","[1.0, 27.0, nan, nan]","[1961.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1960.0,1.0,1961.0,-27.0,-27.0,28.0,55.0,1960.5,1959.509090909091,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.0,1960.2962962962963,-1.0,-1.0
KELP,75800.0,"[2031.0, 2030.0, 2029.0, nan]","[1.0, 1.0, 28.0, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2031.0,1.0,2033.0,-28.0,-28.0,30.0,58.0,2032.0,2030.9827586206898,-50.0,50.0,42.0,,,,,,,,,0.0,0.0,0.0,2031.075,,,,
RAINFOREST_RESIN,75800.0,"[9996.0, 9995.0, nan, nan]","[2.0, 26.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-3.0, -2.0, -26.0, nan]",9996.0,2.0,10002.0,-3.0,-31.0,28.0,59.0,9999.0,10000.101694915254,-50.0,50.0,35.0,,,,,,,,,0.0,0.0,0.0,9999.65,,,,
SQUID_INK,75800.0,"[1961.0, 1960.0, 1959.0, nan]","[1.0, 1.0, 28.0, nan]","[1963.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1961.0,1.0,1963.0,-28.0,-28.0,30.0,58.0,1962.0,1960.9827586206898,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.0625,1960.2592592592594,-1.0,-1.0
KELP,75900.0,"[2029.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2031.0, 2033.0, nan, nan]","[-3.0, -24.0, nan, nan]",2029.0,24.0,2031.0,-3.0,-27.0,24.0,51.0,2030.0,2031.0,-50.0,50.0,42.0,,,,,,,,,3.0,2031.0,6093.0,2031.075,,,,
RAINFOREST_RESIN,75900.0,"[9996.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -22.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,35.0,,,,,,,,,0.0,0.0,0.0,9999.65,,,,
SQUID_INK,75900.0,"[1959.0, nan, nan, nan]","[24.0, nan, nan, nan]","[1961.0, 1963.0, nan, nan]","[-3.0, -24.0, nan, nan]",1959.0,24.0,1961.0,-3.0,-27.0,24.0,51.0,1960.0,1961.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.03125,1960.1296296296296,-1.0,-1.0
KELP,76000.0,"[2030.0, 2029.0, nan, nan]","[3.0, 31.0, nan, nan]","[2033.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2030.0,3.0,2033.0,-31.0,-31.0,34.0,65.0,2031.5,2030.9538461538461,-50.0,50.0,45.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,76000.0,"[9998.0, 9996.0, 9995.0, nan]","[8.0, 1.0, 30.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -30.0, nan, nan]",9998.0,8.0,10004.0,-1.0,-31.0,39.0,70.0,10001.0,9999.771428571428,-50.0,50.0,35.0,,,,,,,,,0.0,0.0,0.0,9999.6,,,,
SQUID_INK,76000.0,"[1960.0, 1959.0, nan, nan]","[3.0, 31.0, nan, nan]","[1962.0, 1963.0, nan, nan]","[-1.0, -30.0, nan, nan]",1960.0,3.0,1962.0,-1.0,-31.0,34.0,65.0,1961.0,1960.9384615384615,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.0,1960.0185185185185,-1.0,-1.0
KELP,76100.0,"[2029.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2029.0,28.0,2033.0,-28.0,-28.0,28.0,56.0,2031.0,2031.0,-50.0,50.0,45.0,,,,,,,,,0.0,0.0,0.0,2031.075,,,,
RAINFOREST_RESIN,76100.0,"[10002.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",10002.0,1.0,10005.0,-28.0,-28.0,29.0,57.0,10003.5,10000.035087719298,-50.0,50.0,35.0,,,,,,,,,-1.0,10002.0,-10002.0,9999.725,,,,
SQUID_INK,76100.0,"[1960.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1963.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1960.0,28.0,1963.0,-28.0,-28.0,28.0,56.0,1961.5,1961.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.0,1959.9074074074074,-1.0,-1.0
KELP,76200.0,"[2029.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2029.0,28.0,2033.0,-28.0,-28.0,28.0,56.0,2031.0,2031.0,-50.0,50.0,45.0,,,,,,,,,0.0,0.0,0.0,2031.125,,,,
RAINFOREST_RESIN,76200.0,"[9998.0, 9995.0, nan, nan]","[9.0, 28.0, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",9998.0,9.0,10005.0,-28.0,-28.0,37.0,65.0,10001.5,9999.723076923077,-50.0,50.0,34.0,,,,,,,,,0.0,0.0,0.0,9999.85,,,,
SQUID_INK,76200.0,"[1960.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1964.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1960.0,28.0,1964.0,-28.0,-28.0,28.0,56.0,1962.0,1962.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.28125,1959.888888888889,-1.0,-1.0
KELP,76300.0,"[2029.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2029.0,22.0,2033.0,-22.0,-22.0,22.0,44.0,2031.0,2031.0,-50.0,50.0,45.0,,,,,,,,,0.0,0.0,0.0,2031.175,,,,
RAINFOREST_RESIN,76300.0,"[9998.0, 9996.0, 9995.0, nan]","[7.0, 1.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9998.0,7.0,10004.0,-1.0,-22.0,29.0,51.0,10001.0,9999.725490196079,-50.0,50.0,34.0,,,,,,,,,0.0,0.0,0.0,9999.85,,,,
SQUID_INK,76300.0,"[1961.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1964.0, 1965.0, nan, nan]","[-1.0, -21.0, nan, nan]",1961.0,22.0,1964.0,-1.0,-22.0,22.0,44.0,1962.5,1962.9772727272727,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.59375,1959.888888888889,-1.0,-1.0
KELP,76400.0,"[2030.0, 2029.0, nan, nan]","[8.0, 28.0, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2030.0,8.0,2033.0,-28.0,-28.0,36.0,64.0,2031.5,2030.875,-50.0,50.0,45.0,,,,,,,,,0.0,0.0,0.0,2031.225,,,,
RAINFOREST_RESIN,76400.0,"[9995.0, nan, nan, nan]","[28.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",9995.0,28.0,10005.0,-28.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,34.0,,,,,,,,,0.0,0.0,0.0,9999.85,,,,
SQUID_INK,76400.0,"[1962.0, 1961.0, nan, nan]","[8.0, 28.0, nan, nan]","[1965.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1962.0,8.0,1965.0,-28.0,-28.0,36.0,64.0,1963.5,1962.875,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1959.0625,1959.851851851852,-1.0,-1.0
KELP,76500.0,"[2030.0, 2029.0, nan, nan]","[2.0, 28.0, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2030.0,2.0,2033.0,-28.0,-28.0,30.0,58.0,2031.5,2030.9655172413793,-50.0,50.0,45.0,,,,,,,,,0.0,0.0,0.0,2031.225,,,,
RAINFOREST_RESIN,76500.0,"[10000.0, 9995.0, nan, nan]","[2.0, 28.0, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",10000.0,2.0,10005.0,-28.0,-28.0,30.0,58.0,10002.5,10000.0,-50.0,50.0,34.0,,,,,,,,,-2.0,10000.0,-20000.0,9999.975,,,,
SQUID_INK,76500.0,"[1962.0, 1961.0, nan, nan]","[2.0, 28.0, nan, nan]","[1965.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1962.0,2.0,1965.0,-28.0,-28.0,30.0,58.0,1963.5,1962.9655172413793,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1959.5,1959.8703703703704,-1.0,-1.0
